Local time,Open,High,Low,Close,Volume
18.04.2017 06:00:00.000 GMT+0200,1.06471,1.06557,1.06412,1.06499,26525829833.984398
18.04.2017 10:00:00.000 GMT+0200,1.06502,1.06846,1.06457,1.06781,42585699707.031296
18.04.2017 14:00:00.000 GMT+0200,1.06780,1.07084,1.06769,1.07055,50055780273.4375
18.04.2017 18:00:00.000 GMT+0200,1.07054,1.07359,1.06963,1.07339,35858339843.75
18.04.2017 22:00:00.000 GMT+0200,1.07342,1.07352,1.07262,1.07274,9022019775.3907
19.04.2017 02:00:00.000 GMT+0200,1.07274,1.07323,1.07176,1.07196,22298999755.859497
19.04.2017 06:00:00.000 GMT+0200,1.07196,1.07367,1.07127,1.07309,26670499755.859398
19.04.2017 10:00:00.000 GMT+0200,1.07310,1.07311,1.07081,1.07187,33162330078.125
19.04.2017 14:00:00.000 GMT+0200,1.07190,1.07281,1.06998,1.07063,40542239257.8125
19.04.2017 18:00:00.000 GMT+0200,1.07064,1.07226,1.07049,1.07161,25832919921.875
19.04.2017 22:00:00.000 GMT+0200,1.07160,1.07168,1.07075,1.07145,11515129882.8126
20.04.2017 02:00:00.000 GMT+0200,1.07145,1.07219,1.07095,1.07201,14736070556.640799
20.04.2017 06:00:00.000 GMT+0200,1.07202,1.07498,1.07179,1.07483,25439720214.8437
20.04.2017 10:00:00.000 GMT+0200,1.07485,1.07775,1.07421,1.07463,34734719726.5626
20.04.2017 14:00:00.000 GMT+0200,1.07462,1.07767,1.07408,1.07573,46506500976.5625
20.04.2017 18:00:00.000 GMT+0200,1.07571,1.07600,1.07147,1.07181,29433740722.6563
20.04.2017 22:00:00.000 GMT+0200,1.07180,1.07206,1.07069,1.07141,9339490112.304699
21.04.2017 02:00:00.000 GMT+0200,1.07140,1.07207,1.07121,1.07167,14949629882.8126
21.04.2017 06:00:00.000 GMT+0200,1.07168,1.07379,1.07100,1.07218,23994699951.171898
21.04.2017 10:00:00.000 GMT+0200,1.07217,1.07261,1.06878,1.06910,33712020507.8126
21.04.2017 14:00:00.000 GMT+0200,1.06909,1.07108,1.06859,1.06937,41144970703.125
21.04.2017 18:00:00.000 GMT+0200,1.06938,1.07098,1.06822,1.07030,28362340332.0313
21.04.2017 22:00:00.000 GMT+0200,1.07029,1.07307,1.06987,1.07237,5826700195.3125
23.04.2017 22:00:00.000 GMT+0200,1.09164,1.09164,1.08648,1.08733,22281240722.6563
24.04.2017 02:00:00.000 GMT+0200,1.08733,1.08767,1.08207,1.08440,34199249511.7188
24.04.2017 06:00:00.000 GMT+0200,1.08440,1.08773,1.08318,1.08553,44924640625
24.04.2017 10:00:00.000 GMT+0200,1.08558,1.08774,1.08411,1.08417,44599490234.375
24.04.2017 14:00:00.000 GMT+0200,1.08415,1.08735,1.08414,1.08479,44157770507.8125
24.04.2017 18:00:00.000 GMT+0200,1.08479,1.08695,1.08352,1.08679,24632280273.4375
24.04.2017 22:00:00.000 GMT+0200,1.08679,1.08699,1.08630,1.08649,9847559936.5235
25.04.2017 02:00:00.000 GMT+0200,1.08648,1.08703,1.08512,1.08599,19093800292.9689
25.04.2017 06:00:00.000 GMT+0200,1.08599,1.08934,1.08569,1.08856,30432430664.0625
25.04.2017 10:00:00.000 GMT+0200,1.08856,1.08988,1.08705,1.08876,32898069824.2188
25.04.2017 14:00:00.000 GMT+0200,1.08875,1.09411,1.08794,1.09407,53682729492.1875
25.04.2017 18:00:00.000 GMT+0200,1.09405,1.09499,1.09253,1.09371,32124140625.0001
25.04.2017 22:00:00.000 GMT+0200,1.09374,1.09374,1.09230,1.09275,15620729980.468899
26.04.2017 02:00:00.000 GMT+0200,1.09277,1.09448,1.09272,1.09364,19782830078.125
26.04.2017 06:00:00.000 GMT+0200,1.09364,1.09507,1.09047,1.09135,32018579833.984398
26.04.2017 10:00:00.000 GMT+0200,1.09136,1.09183,1.08819,1.08936,36773439941.406296
26.04.2017 14:00:00.000 GMT+0200,1.08934,1.08973,1.08557,1.08723,52619459960.9375
26.04.2017 18:00:00.000 GMT+0200,1.08721,1.09125,1.08614,1.09070,45918739746.093796
26.04.2017 22:00:00.000 GMT+0200,1.09071,1.09098,1.09013,1.09083,10723039916.9921
27.04.2017 02:00:00.000 GMT+0200,1.09083,1.09211,1.09040,1.09086,21280459960.9376
27.04.2017 06:00:00.000 GMT+0200,1.09086,1.09182,1.08959,1.09053,25590770019.5313
27.04.2017 10:00:00.000 GMT+0200,1.09052,1.09200,1.08798,1.08865,34432259765.625
27.04.2017 14:00:00.000 GMT+0200,1.08865,1.09327,1.08517,1.08634,61710840820.3125
27.04.2017 18:00:00.000 GMT+0200,1.08634,1.08869,1.08580,1.08746,25876949218.75
27.04.2017 22:00:00.000 GMT+0200,1.08746,1.08798,1.08604,1.08650,9938589965.8204
28.04.2017 02:00:00.000 GMT+0200,1.08651,1.08721,1.08573,1.08668,18797050292.9687
28.04.2017 06:00:00.000 GMT+0200,1.08667,1.08897,1.08571,1.08853,22580859863.2814
28.04.2017 10:00:00.000 GMT+0200,1.08854,1.09474,1.08832,1.09344,40888289062.5
28.04.2017 14:00:00.000 GMT+0200,1.09346,1.09346,1.08833,1.08941,53472079101.5625
28.04.2017 18:00:00.000 GMT+0200,1.08941,1.09058,1.08851,1.08930,24667770019.5313
28.04.2017 22:00:00.000 GMT+0200,1.08930,1.09004,1.08893,1.08961,3665419921.875
30.04.2017 22:00:00.000 GMT+0200,1.09099,1.09110,1.08905,1.09057,7522420104.9804
01.05.2017 02:00:00.000 GMT+0200,1.09057,1.09077,1.08890,1.08931,10383139770.5078
01.05.2017 06:00:00.000 GMT+0200,1.08930,1.08947,1.08840,1.08901,8065959960.9376
01.05.2017 10:00:00.000 GMT+0200,1.08900,1.09056,1.08900,1.09052,10929439697.2656
01.05.2017 14:00:00.000 GMT+0200,1.09053,1.09239,1.09036,1.09112,26827230468.7501
01.05.2017 18:00:00.000 GMT+0200,1.09112,1.09154,1.08977,1.08981,18593410156.2501
01.05.2017 22:00:00.000 GMT+0200,1.08980,1.09125,1.08962,1.09084,8382309875.4883
02.05.2017 02:00:00.000 GMT+0200,1.09086,1.09174,1.09043,1.09151,15524679931.6407
02.05.2017 06:00:00.000 GMT+0200,1.09151,1.09253,1.09071,1.09074,24011309814.4532
02.05.2017 10:00:00.000 GMT+0200,1.09074,1.09214,1.09047,1.09049,28511580078.125
02.05.2017 14:00:00.000 GMT+0200,1.09054,1.09157,1.08881,1.09095,34662600585.9375
02.05.2017 18:00:00.000 GMT+0200,1.09098,1.09303,1.09035,1.09259,23484560058.5938
02.05.2017 22:00:00.000 GMT+0200,1.09258,1.09359,1.09240,1.09346,9420069824.2188
03.05.2017 02:00:00.000 GMT+0200,1.09346,1.09367,1.09291,1.09292,10529839843.7499
03.05.2017 06:00:00.000 GMT+0200,1.09291,1.09350,1.09106,1.09189,22274860107.421898
03.05.2017 10:00:00.000 GMT+0200,1.09189,1.09224,1.09063,1.09140,28297600097.6563
03.05.2017 14:00:00.000 GMT+0200,1.09141,1.09225,1.09037,1.09189,41212879882.8125
03.05.2017 18:00:00.000 GMT+0200,1.09189,1.09269,1.08866,1.08953,38161790039.0625
03.05.2017 22:00:00.000 GMT+0200,1.08951,1.08955,1.08813,1.08880,15724870361.3282
04.05.2017 02:00:00.000 GMT+0200,1.08880,1.08968,1.08847,1.08964,14426129882.8126
04.05.2017 06:00:00.000 GMT+0200,1.08964,1.09177,1.08749,1.09117,27462150634.765602
04.05.2017 10:00:00.000 GMT+0200,1.09118,1.09409,1.09103,1.09244,39773209960.9375
04.05.2017 14:00:00.000 GMT+0200,1.09242,1.09689,1.09184,1.09665,54707789062.5
04.05.2017 18:00:00.000 GMT+0200,1.09662,1.09852,1.09650,1.09846,35408418945.3125
04.05.2017 22:00:00.000 GMT+0200,1.09847,1.09870,1.09782,1.09804,9852010131.836
05.05.2017 02:00:00.000 GMT+0200,1.09806,1.09862,1.09728,1.09838,15450990234.375
05.05.2017 06:00:00.000 GMT+0200,1.09838,1.09899,1.09656,1.09742,29411059570.3126
05.05.2017 10:00:00.000 GMT+0200,1.09742,1.09776,1.09534,1.09572,30198849609.375
05.05.2017 14:00:00.000 GMT+0200,1.09574,1.09988,1.09494,1.09950,53321269531.25
05.05.2017 18:00:00.000 GMT+0200,1.09950,1.09987,1.09837,1.09980,25514959960.9376
05.05.2017 22:00:00.000 GMT+0200,1.09975,1.09995,1.09922,1.09950,6855129882.8125
07.05.2017 22:00:00.000 GMT+0200,1.10188,1.10216,1.09633,1.09647,14719449951.1719
08.05.2017 02:00:00.000 GMT+0200,1.09647,1.09824,1.09570,1.09712,25050020019.5313
08.05.2017 06:00:00.000 GMT+0200,1.09712,1.09968,1.09538,1.09562,39199770507.8125
08.05.2017 10:00:00.000 GMT+0200,1.09560,1.09652,1.09350,1.09380,38305949218.75
08.05.2017 14:00:00.000 GMT+0200,1.09384,1.09528,1.09164,1.09279,44279080078.125
08.05.2017 18:00:00.000 GMT+0200,1.09279,1.09368,1.09244,1.09300,21631240234.3751
08.05.2017 22:00:00.000 GMT+0200,1.09298,1.09310,1.09183,1.09265,10805840209.9609
09.05.2017 02:00:00.000 GMT+0200,1.09265,1.09333,1.09199,1.09291,19905259521.484497
09.05.2017 06:00:00.000 GMT+0200,1.09291,1.09318,1.09024,1.09237,29324469970.703102
09.05.2017 10:00:00.000 GMT+0200,1.09237,1.09260,1.08799,1.08861,39421659667.968796
09.05.2017 14:00:00.000 GMT+0200,1.08861,1.09065,1.08715,1.08742,43446668945.3125
09.05.2017 18:00:00.000 GMT+0200,1.08742,1.08996,1.08633,1.08735,31206329589.8438
09.05.2017 22:00:00.000 GMT+0200,1.08734,1.08907,1.08696,1.08861,13799380126.953201
10.05.2017 02:00:00.000 GMT+0200,1.08861,1.08980,1.08821,1.08935,16723280273.4376
10.05.2017 06:00:00.000 GMT+0200,1.08933,1.08978,1.08836,1.08910,26031419921.8751
10.05.2017 10:00:00.000 GMT+0200,1.08911,1.08940,1.08586,1.08766,38013159667.968796
10.05.2017 14:00:00.000 GMT+0200,1.08764,1.08828,1.08624,1.08718,40731990234.375
10.05.2017 18:00:00.000 GMT+0200,1.08721,1.08746,1.08532,1.08659,25409249511.7188
10.05.2017 22:00:00.000 GMT+0200,1.08659,1.08698,1.08628,1.08671,10604770141.6016
11.05.2017 02:00:00.000 GMT+0200,1.08671,1.08797,1.08635,1.08724,14232069824.2188
11.05.2017 06:00:00.000 GMT+0200,1.08722,1.08929,1.08643,1.08867,24026299804.6876
11.05.2017 10:00:00.000 GMT+0200,1.08868,1.08884,1.08560,1.08564,29232529785.1563
11.05.2017 14:00:00.000 GMT+0200,1.08567,1.08755,1.08390,1.08690,43467929687.5
11.05.2017 18:00:00.000 GMT+0200,1.08689,1.08747,1.08596,1.08633,22222789550.7814
11.05.2017 22:00:00.000 GMT+0200,1.08630,1.08675,1.08589,1.08642,7637640014.6484995
12.05.2017 02:00:00.000 GMT+0200,1.08642,1.08735,1.08600,1.08693,14546139648.4376
12.05.2017 06:00:00.000 GMT+0200,1.08693,1.08725,1.08556,1.08631,22578570556.6407
12.05.2017 10:00:00.000 GMT+0200,1.08632,1.08781,1.08613,1.08704,30334780273.4375
12.05.2017 14:00:00.000 GMT+0200,1.08707,1.09342,1.08703,1.09255,56475779296.875
12.05.2017 18:00:00.000 GMT+0200,1.09258,1.09311,1.09145,1.09296,20287470458.984398
12.05.2017 22:00:00.000 GMT+0200,1.09295,1.09329,1.09268,1.09310,3749979980.4688
14.05.2017 22:00:00.000 GMT+0200,1.09288,1.09350,1.09226,1.09277,6705230224.6094
15.05.2017 02:00:00.000 GMT+0200,1.09278,1.09335,1.09225,1.09291,13061489990.234499
15.05.2017 06:00:00.000 GMT+0200,1.09291,1.09472,1.09259,1.09415,22621370361.328102
15.05.2017 10:00:00.000 GMT+0200,1.09415,1.09733,1.09380,1.09660,36753990234.375
15.05.2017 14:00:00.000 GMT+0200,1.09659,1.09893,1.09654,1.09789,42961279296.875
15.05.2017 18:00:00.000 GMT+0200,1.09789,1.09807,1.09657,1.09776,18086359863.2813
15.05.2017 22:00:00.000 GMT+0200,1.09775,1.09832,1.09731,1.09799,6759450073.2422
16.05.2017 02:00:00.000 GMT+0200,1.09798,1.09899,1.09790,1.09889,14104609863.2813
16.05.2017 06:00:00.000 GMT+0200,1.09889,1.10362,1.09870,1.10289,31114630371.0938
16.05.2017 10:00:00.000 GMT+0200,1.10287,1.10658,1.10280,1.10526,43535719726.5625
16.05.2017 14:00:00.000 GMT+0200,1.10529,1.10887,1.10521,1.10714,46998378906.25
16.05.2017 18:00:00.000 GMT+0200,1.10715,1.10971,1.10675,1.10847,23368020507.8125
16.05.2017 22:00:00.000 GMT+0200,1.10848,1.10966,1.10794,1.10933,12111400146.484499
17.05.2017 02:00:00.000 GMT+0200,1.10932,1.11168,1.10864,1.11130,21939069824.2188
17.05.2017 06:00:00.000 GMT+0200,1.11130,1.11223,1.10816,1.10887,35099170410.156296
17.05.2017 10:00:00.000 GMT+0200,1.10885,1.11132,1.10844,1.11116,36159930664.0625
17.05.2017 14:00:00.000 GMT+0200,1.11119,1.11503,1.11016,1.11329,64688430664.0625
17.05.2017 18:00:00.000 GMT+0200,1.11329,1.11581,1.11322,1.11527,39164280273.4375
17.05.2017 22:00:00.000 GMT+0200,1.11524,1.11704,1.11506,1.11541,21600260253.9064
18.05.2017 02:00:00.000 GMT+0200,1.11543,1.11719,1.11508,1.11610,28981059570.3126
18.05.2017 06:00:00.000 GMT+0200,1.11612,1.11620,1.11214,1.11332,40677710937.5001
18.05.2017 10:00:00.000 GMT+0200,1.11330,1.11451,1.11075,1.11207,54361669921.875
18.05.2017 14:00:00.000 GMT+0200,1.11208,1.11366,1.11042,1.11295,64077749023.4375
18.05.2017 18:00:00.000 GMT+0200,1.11297,1.11379,1.10757,1.11126,51200199218.75
18.05.2017 22:00:00.000 GMT+0200,1.11126,1.11146,1.10968,1.11101,15473889892.5782
19.05.2017 02:00:00.000 GMT+0200,1.11100,1.11136,1.10995,1.11087,24086980468.75
19.05.2017 06:00:00.000 GMT+0200,1.11087,1.11434,1.11072,1.11388,32068400390.6251
19.05.2017 10:00:00.000 GMT+0200,1.11389,1.11835,1.11353,1.11779,45717168945.3125
19.05.2017 14:00:00.000 GMT+0200,1.11779,1.11969,1.11746,1.11891,52276799804.6875
19.05.2017 18:00:00.000 GMT+0200,1.11890,1.12117,1.11851,1.12039,42399149414.0625
19.05.2017 22:00:00.000 GMT+0200,1.12041,1.12083,1.12019,1.12065,6402520019.5313
21.05.2017 22:00:00.000 GMT+0200,1.11917,1.12100,1.11916,1.12032,11924589721.679798
22.05.2017 02:00:00.000 GMT+0200,1.12032,1.12032,1.11827,1.11915,24812109863.2813
22.05.2017 06:00:00.000 GMT+0200,1.11914,1.12010,1.11640,1.11715,33332170654.296898
22.05.2017 10:00:00.000 GMT+0200,1.11715,1.12460,1.11614,1.12348,50989340820.3125
22.05.2017 14:00:00.000 GMT+0200,1.12349,1.12634,1.12285,1.12349,52964109375
22.05.2017 18:00:00.000 GMT+0200,1.12350,1.12441,1.12289,1.12372,25310149902.3438
22.05.2017 22:00:00.000 GMT+0200,1.12372,1.12438,1.12301,1.12373,17798910156.2502
23.05.2017 02:00:00.000 GMT+0200,1.12371,1.12541,1.12365,1.12455,23900859863.2813
23.05.2017 06:00:00.000 GMT+0200,1.12455,1.12682,1.12220,1.12525,42315020996.093796
23.05.2017 10:00:00.000 GMT+0200,1.12528,1.12626,1.12161,1.12175,49589330078.125
23.05.2017 14:00:00.000 GMT+0200,1.12180,1.12491,1.11934,1.11968,62577270507.8125
23.05.2017 18:00:00.000 GMT+0200,1.11968,1.12087,1.11750,1.11826,42657180664.0625
23.05.2017 22:00:00.000 GMT+0200,1.11826,1.11893,1.11770,1.11788,15272540039.0625
24.05.2017 02:00:00.000 GMT+0200,1.11791,1.11917,1.11776,1.11805,21867359863.2813
24.05.2017 06:00:00.000 GMT+0200,1.11805,1.11848,1.11700,1.11758,36580300781.2501
24.05.2017 10:00:00.000 GMT+0200,1.11756,1.11965,1.11733,1.11875,51359661132.8125
24.05.2017 14:00:00.000 GMT+0200,1.11874,1.12047,1.11685,1.11745,57336400390.625
24.05.2017 18:00:00.000 GMT+0200,1.11745,1.12174,1.11738,1.12150,45525399902.343796
24.05.2017 22:00:00.000 GMT+0200,1.12147,1.12332,1.12106,1.12304,17922670532.2267
25.05.2017 02:00:00.000 GMT+0200,1.12306,1.12444,1.12186,1.12386,25802989746.0939
25.05.2017 06:00:00.000 GMT+0200,1.12387,1.12447,1.12252,1.12432,31912320800.7813
25.05.2017 10:00:00.000 GMT+0200,1.12430,1.12503,1.12060,1.12139,47924730468.75
25.05.2017 14:00:00.000 GMT+0200,1.12139,1.12234,1.11937,1.12174,47658700195.3125
25.05.2017 18:00:00.000 GMT+0200,1.12175,1.12260,1.11982,1.12108,29006129394.5313
25.05.2017 22:00:00.000 GMT+0200,1.12108,1.12161,1.12037,1.12100,8347239990.2345
26.05.2017 02:00:00.000 GMT+0200,1.12099,1.12122,1.11850,1.12011,21373240234.375
26.05.2017 06:00:00.000 GMT+0200,1.12012,1.12244,1.11911,1.12187,30124419921.875
26.05.2017 10:00:00.000 GMT+0200,1.12187,1.12346,1.11907,1.11909,47242009765.625
26.05.2017 14:00:00.000 GMT+0200,1.11911,1.11999,1.11605,1.11689,57886419921.875
26.05.2017 18:00:00.000 GMT+0200,1.11688,1.11831,1.11618,1.11710,25425020507.8125
26.05.2017 22:00:00.000 GMT+0200,1.11709,1.11840,1.11676,1.11799,5025419921.875
28.05.2017 22:00:00.000 GMT+0200,1.11701,1.11849,1.11672,1.11760,7786649902.3438
29.05.2017 02:00:00.000 GMT+0200,1.11758,1.11759,1.11618,1.11645,12881659912.109499
29.05.2017 06:00:00.000 GMT+0200,1.11645,1.11821,1.11623,1.11789,19890489990.234497
29.05.2017 10:00:00.000 GMT+0200,1.11786,1.11896,1.11770,1.11868,25238630371.0939
29.05.2017 14:00:00.000 GMT+0200,1.11870,1.11898,1.11672,1.11796,27256339355.4689
29.05.2017 18:00:00.000 GMT+0200,1.11796,1.11820,1.11684,1.11714,13420360107.4219
29.05.2017 22:00:00.000 GMT+0200,1.11715,1.11721,1.11277,1.11290,18133679931.640602
30.05.2017 02:00:00.000 GMT+0200,1.11291,1.11376,1.11220,1.11253,18129830078.125
30.05.2017 06:00:00.000 GMT+0200,1.11254,1.11450,1.11094,1.11405,31386520507.8125
30.05.2017 10:00:00.000 GMT+0200,1.11404,1.11937,1.11366,1.11740,47974109375
30.05.2017 14:00:00.000 GMT+0200,1.11747,1.12054,1.11542,1.11823,51270790039.0625
30.05.2017 18:00:00.000 GMT+0200,1.11826,1.11935,1.11718,1.11883,23501089355.4688
30.05.2017 22:00:00.000 GMT+0200,1.11882,1.11966,1.11700,1.11728,13113930175.7813
31.05.2017 02:00:00.000 GMT+0200,1.11728,1.11817,1.11693,1.11763,16392330078.1251
31.05.2017 06:00:00.000 GMT+0200,1.11764,1.11969,1.11645,1.11848,27990979736.328102
31.05.2017 10:00:00.000 GMT+0200,1.11847,1.12285,1.11699,1.12215,41617140625
31.05.2017 14:00:00.000 GMT+0200,1.12216,1.12521,1.12110,1.12368,53142850585.9375
31.05.2017 18:00:00.000 GMT+0200,1.12364,1.12472,1.12280,1.12333,35125689453.125
31.05.2017 22:00:00.000 GMT+0200,1.12336,1.12486,1.12319,1.12390,14788509765.625
01.06.2017 02:00:00.000 GMT+0200,1.12389,1.12566,1.12335,1.12467,20471219970.7032
01.06.2017 06:00:00.000 GMT+0200,1.12466,1.12487,1.12274,1.12324,27530869384.7657
01.06.2017 10:00:00.000 GMT+0200,1.12324,1.12377,1.12167,1.12181,33436320800.7813
01.06.2017 14:00:00.000 GMT+0200,1.12184,1.12344,1.12021,1.12134,45979610351.5625
01.06.2017 18:00:00.000 GMT+0200,1.12134,1.12193,1.12061,1.12143,26234189941.4063
01.06.2017 22:00:00.000 GMT+0200,1.12141,1.12194,1.12102,1.12128,10391270141.6016
02.06.2017 02:00:00.000 GMT+0200,1.12127,1.12220,1.12120,1.12184,13657510253.9063
02.06.2017 06:00:00.000 GMT+0200,1.12184,1.12282,1.12149,1.12150,18934960205.0782
02.06.2017 10:00:00.000 GMT+0200,1.12150,1.12268,1.12049,1.12058,29745359375.0001
02.06.2017 14:00:00.000 GMT+0200,1.12063,1.12824,1.12053,1.12696,58163239257.8125
02.06.2017 18:00:00.000 GMT+0200,1.12697,1.12850,1.12656,1.12820,30290579589.8438
02.06.2017 22:00:00.000 GMT+0200,1.12818,1.12846,1.12791,1.12825,6197810058.5938
04.06.2017 22:00:00.000 GMT+0200,1.12703,1.12837,1.12701,1.12772,6740630004.8828
05.06.2017 02:00:00.000 GMT+0200,1.12775,1.12782,1.12649,1.12706,9979430053.711
05.06.2017 06:00:00.000 GMT+0200,1.12705,1.12785,1.12600,1.12651,16306599853.5157
05.06.2017 10:00:00.000 GMT+0200,1.12651,1.12721,1.12351,1.12468,30491889648.4376
05.06.2017 14:00:00.000 GMT+0200,1.12466,1.12555,1.12342,1.12499,37096179687.5
05.06.2017 18:00:00.000 GMT+0200,1.12497,1.12643,1.12476,1.12554,17862100097.6564
05.06.2017 22:00:00.000 GMT+0200,1.12554,1.12597,1.12533,1.12573,8962770019.5312
06.06.2017 02:00:00.000 GMT+0200,1.12572,1.12748,1.12571,1.12687,18914520019.5313
06.06.2017 06:00:00.000 GMT+0200,1.12687,1.12775,1.12423,1.12497,28317919677.734398
06.06.2017 10:00:00.000 GMT+0200,1.12498,1.12595,1.12404,1.12483,34354149414.0625
06.06.2017 14:00:00.000 GMT+0200,1.12486,1.12765,1.12473,1.12659,46541599609.375
06.06.2017 18:00:00.000 GMT+0200,1.12660,1.12842,1.12644,1.12781,27242020019.5313
06.06.2017 22:00:00.000 GMT+0200,1.12782,1.12819,1.12699,1.12702,11389530029.2969
07.06.2017 02:00:00.000 GMT+0200,1.12701,1.12765,1.12619,1.12645,16089670166.0156
07.06.2017 06:00:00.000 GMT+0200,1.12645,1.12769,1.12462,1.12539,25969059814.453102
07.06.2017 10:00:00.000 GMT+0200,1.12539,1.12769,1.12039,1.12156,45018060546.875
07.06.2017 14:00:00.000 GMT+0200,1.12157,1.12823,1.12133,1.12375,54311580078.125
07.06.2017 18:00:00.000 GMT+0200,1.12374,1.12722,1.12228,1.12675,35435650878.906296
07.06.2017 22:00:00.000 GMT+0200,1.12675,1.12687,1.12542,1.12554,12296010009.7657
08.06.2017 02:00:00.000 GMT+0200,1.12554,1.12612,1.12470,1.12538,16546880371.0938
08.06.2017 06:00:00.000 GMT+0200,1.12537,1.12690,1.12500,1.12598,28847760253.9063
08.06.2017 10:00:00.000 GMT+0200,1.12595,1.12633,1.12182,1.12246,40389940917.968796
08.06.2017 14:00:00.000 GMT+0200,1.12248,1.12502,1.11947,1.12166,66771469726.5625
08.06.2017 18:00:00.000 GMT+0200,1.12166,1.12285,1.12016,1.12172,29095650390.6251
08.06.2017 22:00:00.000 GMT+0200,1.12172,1.12366,1.11800,1.11883,25750070312.5001
09.06.2017 02:00:00.000 GMT+0200,1.11884,1.12061,1.11792,1.12002,28929479980.4688
09.06.2017 06:00:00.000 GMT+0200,1.12002,1.12157,1.11851,1.11896,43277440917.968796
09.06.2017 10:00:00.000 GMT+0200,1.11895,1.11932,1.11698,1.11792,42616450195.3125
09.06.2017 14:00:00.000 GMT+0200,1.11796,1.11926,1.11663,1.11891,42209939453.125
09.06.2017 18:00:00.000 GMT+0200,1.11893,1.12039,1.11871,1.11953,33750939941.4063
09.06.2017 22:00:00.000 GMT+0200,1.11951,1.11979,1.11935,1.11941,5321830078.125
11.06.2017 22:00:00.000 GMT+0200,1.12061,1.12096,1.11971,1.12016,7735800048.8281
12.06.2017 02:00:00.000 GMT+0200,1.12015,1.12118,1.11975,1.12066,17522790039.0626
12.06.2017 06:00:00.000 GMT+0200,1.12066,1.12237,1.12020,1.12211,23347009765.625
12.06.2017 10:00:00.000 GMT+0200,1.12211,1.12321,1.12082,1.12188,37556759765.625
12.06.2017 14:00:00.000 GMT+0200,1.12190,1.12249,1.11918,1.12029,43244900390.625
12.06.2017 18:00:00.000 GMT+0200,1.12028,1.12099,1.11958,1.12044,29454309570.3125
12.06.2017 22:00:00.000 GMT+0200,1.12044,1.12079,1.11952,1.11973,11068999755.8595
13.06.2017 02:00:00.000 GMT+0200,1.11972,1.12009,1.11890,1.11902,16366920410.1563
13.06.2017 06:00:00.000 GMT+0200,1.11901,1.12180,1.11852,1.12171,27320539794.921898
13.06.2017 10:00:00.000 GMT+0200,1.12171,1.12249,1.12005,1.12175,35222879882.8125
13.06.2017 14:00:00.000 GMT+0200,1.12178,1.12200,1.11922,1.11932,43130920898.4375
13.06.2017 18:00:00.000 GMT+0200,1.11933,1.12126,1.11920,1.12069,24477739746.0938
13.06.2017 22:00:00.000 GMT+0200,1.12069,1.12132,1.12059,1.12091,9129230102.539099
14.06.2017 02:00:00.000 GMT+0200,1.12091,1.12197,1.12071,1.12149,18044260253.9063
14.06.2017 06:00:00.000 GMT+0200,1.12149,1.12253,1.12079,1.12089,26923569091.796898
14.06.2017 10:00:00.000 GMT+0200,1.12090,1.12159,1.11976,1.12013,33857720214.8438
14.06.2017 14:00:00.000 GMT+0200,1.12014,1.12958,1.11990,1.12763,69389751953.125
14.06.2017 18:00:00.000 GMT+0200,1.12763,1.12889,1.11930,1.12184,60336359375
14.06.2017 22:00:00.000 GMT+0200,1.12184,1.12231,1.12051,1.12129,17770369873.046898
15.06.2017 02:00:00.000 GMT+0200,1.12130,1.12285,1.12097,1.12230,23117899902.3438
15.06.2017 06:00:00.000 GMT+0200,1.12231,1.12241,1.11795,1.11939,33339119384.765602
15.06.2017 10:00:00.000 GMT+0200,1.11939,1.11941,1.11533,1.11623,49651660156.25
15.06.2017 14:00:00.000 GMT+0200,1.11624,1.11686,1.11321,1.11510,59865580078.125
15.06.2017 18:00:00.000 GMT+0200,1.11513,1.11578,1.11393,1.11453,31645100097.6563
15.06.2017 22:00:00.000 GMT+0200,1.11451,1.11505,1.11423,1.11486,15285520263.671999
16.06.2017 02:00:00.000 GMT+0200,1.11487,1.11556,1.11452,1.11459,17724979980.4689
16.06.2017 06:00:00.000 GMT+0200,1.11458,1.11670,1.11384,1.11668,31564929687.5001
16.06.2017 10:00:00.000 GMT+0200,1.11668,1.11838,1.11573,1.11597,41879440429.6875
16.06.2017 14:00:00.000 GMT+0200,1.11598,1.11999,1.11598,1.11930,51321280273.4375
16.06.2017 18:00:00.000 GMT+0200,1.11930,1.12012,1.11861,1.12003,26041830078.1251
16.06.2017 22:00:00.000 GMT+0200,1.12003,1.12016,1.11922,1.11968,5689669921.875
18.06.2017 22:00:00.000 GMT+0200,1.12053,1.12079,1.11956,1.12039,9083739990.234499
19.06.2017 02:00:00.000 GMT+0200,1.12037,1.12051,1.11894,1.11977,18206579833.984497
19.06.2017 06:00:00.000 GMT+0200,1.11977,1.12075,1.11823,1.11944,28874600341.796898
19.06.2017 10:00:00.000 GMT+0200,1.11944,1.12128,1.11877,1.11909,39263630859.375
19.06.2017 14:00:00.000 GMT+0200,1.11907,1.11997,1.11588,1.11597,51721390625
19.06.2017 18:00:00.000 GMT+0200,1.11596,1.11634,1.11431,1.11484,32880979980.4688
19.06.2017 22:00:00.000 GMT+0200,1.11483,1.11533,1.11409,1.11445,26047949218.75
20.06.2017 02:00:00.000 GMT+0200,1.11443,1.11585,1.11434,1.11559,21381339843.7501
20.06.2017 06:00:00.000 GMT+0200,1.11559,1.11648,1.11427,1.11620,35844849121.093796
20.06.2017 10:00:00.000 GMT+0200,1.11618,1.11648,1.11414,1.11482,39166129882.8125
